Exame,Teste,Treino,InstanciaExame,ImageCheckSum,ImagePathName,ImageShapeR,ImageShapeC,ImageShapeChannels,ObjectsCategory,ObjectsBoundingBoxMinimumR,ObjectsBoundingBoxMinimumC,ObjectsBoundingBoxMaximumR,ObjectsBoundingBoxMaximumC
539,False,True,37,f1a8d69d8a4be83acd5a1d0e53069e5d,/images/b4bde4e8-f48b-4ae2-be01-86d8c91d0af9.png,1200,1600,3,1,532,467,664,599
539,False,True,36,f1a8d69d8a4be83acd5a1d0e53069e5d,/images/b4bde4e8-f48b-4ae2-be01-86d8c91d0af9.png,1200,1600,3,1,341,476,464,592
539,False,True,12,f1a8d69d8a4be83acd5a1d0e53069e5d,/images/b4bde4e8-f48b-4ae2-be01-86d8c91d0af9.png,1200,1600,3,1,79,839,198,953
539,False,True,39,f1a8d69d8a4be83acd5a1d0e53069e5d,/images/b4bde4e8-f48b-4ae2-be01-86d8c91d0af9.png,1200,1600,3,0,919,490,1024,592
539,False,True,38,f1a8d69d8a4be83acd5a1d0e53069e5d,/images/b4bde4e8-f48b-4ae2-be01-86d8c91d0af9.png,1200,1600,3,0,439,1135,548,1252
539,False,True,35,f1a8d69d8a4be83acd5a1d0e53069e5d,/images/b4bde4e8-f48b-4ae2-be01-86d8c91d0af9.png,1200,1600,3,0,899,421,1005,517
540,False,True,64,802d849885f28a1b953bd32e2a60ceae,/images/fa1f9f89-cecb-4972-842c-d14c632f89a9.png,1200,1600,3,1,16,1466,183,1600
540,False,True,59,802d849885f28a1b953bd32e2a60ceae,/images/fa1f9f89-cecb-4972-842c-d14c632f89a9.png,1200,1600,3,1,562,245,703,369
540,False,True,46,802d849885f28a1b953bd32e2a60ceae,/images/fa1f9f89-cecb-4972-842c-d14c632f89a9.png,1200,1600,3,0,934,1064,1045,1172
540,False,True,43,802d849885f28a1b953bd32e2a60ceae,/images/fa1f9f89-cecb-4972-842c-d14c632f89a9.png,1200,1600,3,0,911,522,1033,648
541,False,True,34,1416ca7d91165269b02ced3769509310,/images/3af90874-59f3-4f0c-a7e6-cc889e80c605.png,1200,1600,3,1,672,376,794,558
541,False,True,26,1416ca7d91165269b02ced3769509310,/images/3af90874-59f3-4f0c-a7e6-cc889e80c605.png,1200,1600,3,0,268,968,384,1076
542,False,True,44,c0cb8261c7cd8e1fec09ed96afe846c8,/images/a0eedcb9-b85c-4612-b945-7e8227f53c35.png,1200,1600,3,1,39,995,164,1109
542,False,True,4,c0cb8261c7cd8e1fec09ed96afe846c8,/images/a0eedcb9-b85c-4612-b945-7e8227f53c35.png,1200,1600,3,1,1036,115,1162,244
542,False,True,52,c0cb8261c7cd8e1fec09ed96afe846c8,/images/a0eedcb9-b85c-4612-b945-7e8227f53c35.png,1200,1600,3,0,559,965,664,1066
542,False,True,53,c0cb8261c7cd8e1fec09ed96afe846c8,/images/a0eedcb9-b85c-4612-b945-7e8227f53c35.png,1200,1600,3,0,129,739,228,839
543,False,True,5,a5c244eab339a510cab5bd7bb0c11a7f,/images/8d989997-038c-4924-b2d3-d02629a7cdf5.png,1200,1600,3,1,358,1303,483,1433
543,False,True,35,a5c244eab339a510cab5bd7bb0c11a7f,/images/8d989997-038c-4924-b2d3-d02629a7cdf5.png,1200,1600,3,0,570,1086,683,1206
544,False,True,66,5ccd39c0cca38d3e3c4b99e3054fc06d,/images/6294153c-6db3-4f2b-a8ff-9c087225e737.png,1200,1600,3,1,56,279,233,377
544,False,True,45,5ccd39c0cca38d3e3c4b99e3054fc06d,/images/6294153c-6db3-4f2b-a8ff-9c087225e737.png,1200,1600,3,0,219,342,350,476
545,False,True,90,384bee16b248b904edd63df7a2a92c78,/images/4fc9a597-aaa8-43b0-ad1c-2eabbe442e84.png,1200,1600,3,1,118,1487,224,1598
545,False,True,95,384bee16b248b904edd63df7a2a92c78,/images/4fc9a597-aaa8-43b0-ad1c-2eabbe442e84.png,1200,1600,3,1,1047,295,1188,417
545,False,True,85,384bee16b248b904edd63df7a2a92c78,/images/4fc9a597-aaa8-43b0-ad1c-2eabbe442e84.png,1200,1600,3,1,918,1419,1036,1512
545,False,True,84,384bee16b248b904edd63df7a2a92c78,/images/4fc9a597-aaa8-43b0-ad1c-2eabbe442e84.png,1200,1600,3,1,410,1244,533,1369
545,False,True,83,384bee16b248b904edd63df7a2a92c78,/images/4fc9a597-aaa8-43b0-ad1c-2eabbe442e84.png,1200,1600,3,1,165,782,304,909
545,False,True,82,384bee16b248b904edd63df7a2a92c78,/images/4fc9a597-aaa8-43b0-ad1c-2eabbe442e84.png,1200,1600,3,1,218,397,335,553
545,False,True,81,384bee16b248b904edd63df7a2a92c78,/images/4fc9a597-aaa8-43b0-ad1c-2eabbe442e84.png,1200,1600,3,1,385,218,514,335
545,False,True,80,384bee16b248b904edd63df7a2a92c78,/images/4fc9a597-aaa8-43b0-ad1c-2eabbe442e84.png,1200,1600,3,1,827,93,986,247
545,False,True,65,384bee16b248b904edd63df7a2a92c78,/images/4fc9a597-aaa8-43b0-ad1c-2eabbe442e84.png,1200,1600,3,0,150,1303,249,1405
545,False,True,66,384bee16b248b904edd63df7a2a92c78,/images/4fc9a597-aaa8-43b0-ad1c-2eabbe442e84.png,1200,1600,3,0,134,1405,238,1496
545,False,True,67,384bee16b248b904edd63df7a2a92c78,/images/4fc9a597-aaa8-43b0-ad1c-2eabbe442e84.png,1200,1600,3,0,891,392,1006,508
545,False,True,68,384bee16b248b904edd63df7a2a92c78,/images/4fc9a597-aaa8-43b0-ad1c-2eabbe442e84.png,1200,1600,3,0,70,91,184,195
545,False,True,70,384bee16b248b904edd63df7a2a92c78,/images/4fc9a597-aaa8-43b0-ad1c-2eabbe442e84.png,1200,1600,3,0,109,1106,220,1219
545,False,True,71,384bee16b248b904edd63df7a2a92c78,/images/4fc9a597-aaa8-43b0-ad1c-2eabbe442e84.png,1200,1600,3,0,705,841,814,952
545,False,True,64,384bee16b248b904edd63df7a2a92c78,/images/4fc9a597-aaa8-43b0-ad1c-2eabbe442e84.png,1200,1600,3,0,50,1280,172,1403
545,False,True,72,384bee16b248b904edd63df7a2a92c78,/images/4fc9a597-aaa8-43b0-ad1c-2eabbe442e84.png,1200,1600,3,0,1033,802,1120,897
546,False,True,65,3163da447efd36236981b5db47ccc01c,/images/a4fbb9f2-9b75-4fdc-877d-2feaafac25b3.png,1200,1600,3,1,928,535,1064,663
546,False,True,58,3163da447efd36236981b5db47ccc01c,/images/a4fbb9f2-9b75-4fdc-877d-2feaafac25b3.png,1200,1600,3,0,613,880,697,978
547,False,True,62,51e5ff19becb17631d649aec8fe6bcce,/images/2b369d75-9c55-43e0-b352-d981aea544e3.png,1200,1600,3,1,124,758,241,893
547,False,True,47,51e5ff19becb17631d649aec8fe6bcce,/images/2b369d75-9c55-43e0-b352-d981aea544e3.png,1200,1600,3,0,416,1294,550,1414
548,False,True,67,69e942f6065eac6170b64238cb165e37,/images/67582df6-bf13-4c83-a531-1214692b70de.png,1200,1600,3,1,469,386,612,483
548,False,True,52,69e942f6065eac6170b64238cb165e37,/images/67582df6-bf13-4c83-a531-1214692b70de.png,1200,1600,3,0,571,233,683,359
549,False,True,52,04fd3283b41f08fde39b49db2a97ce71,/images/a6ba808f-ec60-42a5-ad91-7b32412ab708.png,1200,1600,3,1,125,103,277,224
549,False,True,53,04fd3283b41f08fde39b49db2a97ce71,/images/a6ba808f-ec60-42a5-ad91-7b32412ab708.png,1200,1600,3,1,651,830,775,965
549,False,True,56,04fd3283b41f08fde39b49db2a97ce71,/images/a6ba808f-ec60-42a5-ad91-7b32412ab708.png,1200,1600,3,1,237,1382,395,1491
549,False,True,57,04fd3283b41f08fde39b49db2a97ce71,/images/a6ba808f-ec60-42a5-ad91-7b32412ab708.png,1200,1600,3,1,930,561,1098,669
549,False,True,44,04fd3283b41f08fde39b49db2a97ce71,/images/a6ba808f-ec60-42a5-ad91-7b32412ab708.png,1200,1600,3,0,656,942,768,1024
549,False,True,43,04fd3283b41f08fde39b49db2a97ce71,/images/a6ba808f-ec60-42a5-ad91-7b32412ab708.png,1200,1600,3,0,596,1015,692,1144
549,False,True,42,04fd3283b41f08fde39b49db2a97ce71,/images/a6ba808f-ec60-42a5-ad91-7b32412ab708.png,1200,1600,3,0,165,1101,297,1220
549,False,True,41,04fd3283b41f08fde39b49db2a97ce71,/images/a6ba808f-ec60-42a5-ad91-7b32412ab708.png,1200,1600,3,0,183,200,315,312
551,False,True,53,44d9aabc9a9b12da2b3f41645fd685cb,/images/a9159b11-ba49-4885-902e-00c8d5095b98.png,1200,1600,3,1,223,123,363,263
551,False,True,86,44d9aabc9a9b12da2b3f41645fd685cb,/images/a9159b11-ba49-4885-902e-00c8d5095b98.png,1200,1600,3,1,357,1219,513,1392
551,False,True,85,44d9aabc9a9b12da2b3f41645fd685cb,/images/a9159b11-ba49-4885-902e-00c8d5095b98.png,1200,1600,3,1,190,1367,349,1500
551,False,True,84,44d9aabc9a9b12da2b3f41645fd685cb,/images/a9159b11-ba49-4885-902e-00c8d5095b98.png,1200,1600,3,1,201,1076,353,1196
551,False,True,83,44d9aabc9a9b12da2b3f41645fd685cb,/images/a9159b11-ba49-4885-902e-00c8d5095b98.png,1200,1600,3,1,627,776,766,877
551,False,True,82,44d9aabc9a9b12da2b3f41645fd685cb,/images/a9159b11-ba49-4885-902e-00c8d5095b98.png,1200,1600,3,1,986,530,1114,648
551,False,True,60,44d9aabc9a9b12da2b3f41645fd685cb,/images/a9159b11-ba49-4885-902e-00c8d5095b98.png,1200,1600,3,0,618,942,748,1067
551,False,True,61,44d9aabc9a9b12da2b3f41645fd685cb,/images/a9159b11-ba49-4885-902e-00c8d5095b98.png,1200,1600,3,0,3,921,99,1021
551,False,True,62,44d9aabc9a9b12da2b3f41645fd685cb,/images/a9159b11-ba49-4885-902e-00c8d5095b98.png,1200,1600,3,0,20,338,115,450
551,False,True,65,44d9aabc9a9b12da2b3f41645fd685cb,/images/a9159b11-ba49-4885-902e-00c8d5095b98.png,1200,1600,3,0,631,1223,746,1337
551,False,True,64,44d9aabc9a9b12da2b3f41645fd685cb,/images/a9159b11-ba49-4885-902e-00c8d5095b98.png,1200,1600,3,0,541,1140,662,1250
551,False,True,66,44d9aabc9a9b12da2b3f41645fd685cb,/images/a9159b11-ba49-4885-902e-00c8d5095b98.png,1200,1600,3,0,462,1476,563,1585
552,False,True,33,135bc7f1c62439e5cf1de4230f193578,/images/516bf1d5-5d00-4985-926c-3993e9bc3ff5.png,1200,1600,3,1,507,843,658,1005
552,False,True,34,135bc7f1c62439e5cf1de4230f193578,/images/516bf1d5-5d00-4985-926c-3993e9bc3ff5.png,1200,1600,3,0,580,1471,714,1588
553,False,True,38,9da227307365af3f0f171d6b09926eea,/images/452482bc-24a3-413e-ba03-fad4c9d61f3c.png,1200,1600,3,1,550,1234,681,1362
553,False,True,11,9da227307365af3f0f171d6b09926eea,/images/452482bc-24a3-413e-ba03-fad4c9d61f3c.png,1200,1600,3,1,394,255,528,363
553,False,True,10,9da227307365af3f0f171d6b09926eea,/images/452482bc-24a3-413e-ba03-fad4c9d61f3c.png,1200,1600,3,1,150,1158,271,1271
553,False,True,50,9da227307365af3f0f171d6b09926eea,/images/452482bc-24a3-413e-ba03-fad4c9d61f3c.png,1200,1600,3,0,848,339,952,455
553,False,True,45,9da227307365af3f0f171d6b09926eea,/images/452482bc-24a3-413e-ba03-fad4c9d61f3c.png,1200,1600,3,0,691,1413,802,1509
553,False,True,49,9da227307365af3f0f171d6b09926eea,/images/452482bc-24a3-413e-ba03-fad4c9d61f3c.png,1200,1600,3,0,713,242,804,330
554,False,True,26,24f346f185d4ec32a8471a57224c1918,/images/002f20ad-2ace-499c-9335-c9080bc3e6b5.png,1200,1600,3,1,354,967,530,1131
554,False,True,39,24f346f185d4ec32a8471a57224c1918,/images/002f20ad-2ace-499c-9335-c9080bc3e6b5.png,1200,1600,3,0,842,852,964,971
555,False,True,42,f1b8913a68878028c610cb6cb6c586c3,/images/3722d213-f2a9-46d5-aa76-9183b443e455.png,1200,1600,3,1,860,429,1007,576
555,False,True,41,f1b8913a68878028c610cb6cb6c586c3,/images/3722d213-f2a9-46d5-aa76-9183b443e455.png,1200,1600,3,0,7,1437,143,1543
558,False,True,57,833b6828c96708f383001c338a080c2f,/images/45f18ac0-f097-4b20-a99d-8837cf488822.png,1200,1600,3,1,335,886,495,1015
558,False,True,55,833b6828c96708f383001c338a080c2f,/images/45f18ac0-f097-4b20-a99d-8837cf488822.png,1200,1600,3,1,122,430,255,573
558,False,True,48,833b6828c96708f383001c338a080c2f,/images/45f18ac0-f097-4b20-a99d-8837cf488822.png,1200,1600,3,0,51,295,169,413
558,False,True,47,833b6828c96708f383001c338a080c2f,/images/45f18ac0-f097-4b20-a99d-8837cf488822.png,1200,1600,3,0,52,720,193,828
560,False,True,58,d6d9bf25bd681e55d4f46a2143e4e3d9,/images/bb2042c5-35e1-43cc-8171-7de81b764361.png,1200,1600,3,1,620,505,738,622
560,False,True,54,d6d9bf25bd681e55d4f46a2143e4e3d9,/images/bb2042c5-35e1-43cc-8171-7de81b764361.png,1200,1600,3,0,396,222,510,311
561,False,True,23,7f3fb813a7e109f6531ed37d640df2eb,/images/027ab174-e47a-44f8-b85b-372449eeb7d8.png,1200,1600,3,1,181,210,338,350
561,False,True,24,7f3fb813a7e109f6531ed37d640df2eb,/images/027ab174-e47a-44f8-b85b-372449eeb7d8.png,1200,1600,3,1,482,1127,638,1244
561,False,True,15,7f3fb813a7e109f6531ed37d640df2eb,/images/027ab174-e47a-44f8-b85b-372449eeb7d8.png,1200,1600,3,0,921,945,1047,1055
561,False,True,16,7f3fb813a7e109f6531ed37d640df2eb,/images/027ab174-e47a-44f8-b85b-372449eeb7d8.png,1200,1600,3,0,180,363,292,473
562,False,True,14,22851b5535b718a51c50bd7411de5965,/images/2102e5d1-8bec-4ab6-ab35-2705485da1f8.png,1200,1600,3,1,258,231,399,387
562,False,True,12,22851b5535b718a51c50bd7411de5965,/images/2102e5d1-8bec-4ab6-ab35-2705485da1f8.png,1200,1600,3,1,904,927,1063,1086
562,False,True,10,22851b5535b718a51c50bd7411de5965,/images/2102e5d1-8bec-4ab6-ab35-2705485da1f8.png,1200,1600,3,0,950,1089,1079,1214
562,False,True,16,22851b5535b718a51c50bd7411de5965,/images/2102e5d1-8bec-4ab6-ab35-2705485da1f8.png,1200,1600,3,0,115,514,275,633
563,False,True,38,bc175ea33e488940ff1d826aa62b6993,/images/33068c1a-48f7-470b-8e49-e2f0888042e9.png,1200,1600,3,1,552,502,737,650
563,False,True,23,bc175ea33e488940ff1d826aa62b6993,/images/33068c1a-48f7-470b-8e49-e2f0888042e9.png,1200,1600,3,0,518,115,641,233
564,False,True,21,107efbfa25931ceee09211016d74b1d7,/images/f8242b97-b8d5-48b5-b808-0b0f75a5de97.png,1200,1600,3,1,963,1310,1115,1451
564,False,True,15,107efbfa25931ceee09211016d74b1d7,/images/f8242b97-b8d5-48b5-b808-0b0f75a5de97.png,1200,1600,3,0,181,525,323,619
565,False,True,90,839d5978bb9f5fc0e7a43f029df51a0e,/images/5836500a-221e-40ca-a8be-caaa37f7d300.png,1200,1600,3,1,172,498,272,594
565,False,True,60,839d5978bb9f5fc0e7a43f029df51a0e,/images/5836500a-221e-40ca-a8be-caaa37f7d300.png,1200,1600,3,0,234,456,332,552
567,False,True,4,47b2714f04a2136737a715e1053c6fea,/images/cb2fac19-90b0-48b4-bdc5-7dbbd58756d1.png,1200,1600,3,1,216,1403,390,1548
567,False,True,20,47b2714f04a2136737a715e1053c6fea,/images/cb2fac19-90b0-48b4-bdc5-7dbbd58756d1.png,1200,1600,3,1,895,968,1017,1112
567,False,True,26,47b2714f04a2136737a715e1053c6fea,/images/cb2fac19-90b0-48b4-bdc5-7dbbd58756d1.png,1200,1600,3,0,963,1066,1082,1172
567,False,True,34,47b2714f04a2136737a715e1053c6fea,/images/cb2fac19-90b0-48b4-bdc5-7dbbd58756d1.png,1200,1600,3,0,770,482,892,601
568,False,True,37,254fc81e143713c12e485471973e754c,/images/749df49e-5212-49ea-9e88-7d66f258f1df.png,1200,1600,3,1,893,391,1032,525
568,False,True,55,254fc81e143713c12e485471973e754c,/images/749df49e-5212-49ea-9e88-7d66f258f1df.png,1200,1600,3,1,240,192,423,303
568,False,True,46,254fc81e143713c12e485471973e754c,/images/749df49e-5212-49ea-9e88-7d66f258f1df.png,1200,1600,3,1,624,1064,736,1233
568,False,True,38,254fc81e143713c12e485471973e754c,/images/749df49e-5212-49ea-9e88-7d66f258f1df.png,1200,1600,3,0,837,428,954,546
568,False,True,41,254fc81e143713c12e485471973e754c,/images/749df49e-5212-49ea-9e88-7d66f258f1df.png,1200,1600,3,0,202,1473,317,1592
568,False,True,40,254fc81e143713c12e485471973e754c,/images/749df49e-5212-49ea-9e88-7d66f258f1df.png,1200,1600,3,0,633,942,750,1042
569,False,True,25,5981f34c7216e49daa6bc37f6a670190,/images/17c06a23-bb77-49cb-9ffb-fbfc75fcc715.png,1200,1600,3,1,704,1241,839,1377
569,False,True,15,5981f34c7216e49daa6bc37f6a670190,/images/17c06a23-bb77-49cb-9ffb-fbfc75fcc715.png,1200,1600,3,0,556,308,653,411
572,False,True,40,071fbe39ae72cbf24c48baf5d7f79d61,/images/81fed4a1-9d48-4938-90c9-c8bf3f5e6b1f.png,1200,1600,3,1,457,999,573,1113
572,False,True,23,071fbe39ae72cbf24c48baf5d7f79d61,/images/81fed4a1-9d48-4938-90c9-c8bf3f5e6b1f.png,1200,1600,3,0,543,217,664,341
573,False,True,83,5382b75950478700014a0b724742a804,/images/4a0a05e1-11ad-4bfc-bfa3-adf3b9bd0b56.png,1200,1600,3,1,594,1364,721,1475
573,False,True,82,5382b75950478700014a0b724742a804,/images/4a0a05e1-11ad-4bfc-bfa3-adf3b9bd0b56.png,1200,1600,3,1,193,1328,329,1462
573,False,True,81,5382b75950478700014a0b724742a804,/images/4a0a05e1-11ad-4bfc-bfa3-adf3b9bd0b56.png,1200,1600,3,1,909,780,1047,868
573,False,True,76,5382b75950478700014a0b724742a804,/images/4a0a05e1-11ad-4bfc-bfa3-adf3b9bd0b56.png,1200,1600,3,1,66,555,200,662
573,False,True,86,5382b75950478700014a0b724742a804,/images/4a0a05e1-11ad-4bfc-bfa3-adf3b9bd0b56.png,1200,1600,3,0,791,1493,900,1577
573,False,True,58,5382b75950478700014a0b724742a804,/images/4a0a05e1-11ad-4bfc-bfa3-adf3b9bd0b56.png,1200,1600,3,0,640,469,757,574
573,False,True,61,5382b75950478700014a0b724742a804,/images/4a0a05e1-11ad-4bfc-bfa3-adf3b9bd0b56.png,1200,1600,3,0,632,1053,762,1176
573,False,True,60,5382b75950478700014a0b724742a804,/images/4a0a05e1-11ad-4bfc-bfa3-adf3b9bd0b56.png,1200,1600,3,0,194,1437,301,1557
574,False,True,51,c1acc4e7d0961e5298a1d166d57a2c40,/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png,1200,1600,3,1,592,641,735,762
574,False,True,45,c1acc4e7d0961e5298a1d166d57a2c40,/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png,1200,1600,3,1,945,1415,1079,1537
574,False,True,39,c1acc4e7d0961e5298a1d166d57a2c40,/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png,1200,1600,3,1,17,1237,133,1371
574,False,True,46,c1acc4e7d0961e5298a1d166d57a2c40,/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png,1200,1600,3,1,246,908,373,1050
574,False,True,57,c1acc4e7d0961e5298a1d166d57a2c40,/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png,1200,1600,3,1,394,616,605,755
574,False,True,58,c1acc4e7d0961e5298a1d166d57a2c40,/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png,1200,1600,3,1,968,45,1072,163
574,False,True,56,c1acc4e7d0961e5298a1d166d57a2c40,/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png,1200,1600,3,1,107,925,270,1058
574,False,True,36,c1acc4e7d0961e5298a1d166d57a2c40,/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png,1200,1600,3,1,338,515,487,662
574,False,True,53,c1acc4e7d0961e5298a1d166d57a2c40,/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png,1200,1600,3,0,266,1296,359,1403
574,False,True,52,c1acc4e7d0961e5298a1d166d57a2c40,/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png,1200,1600,3,0,476,1118,566,1231
574,False,True,50,c1acc4e7d0961e5298a1d166d57a2c40,/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png,1200,1600,3,0,399,316,481,421
574,False,True,49,c1acc4e7d0961e5298a1d166d57a2c40,/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png,1200,1600,3,0,252,1466,350,1579
574,False,True,48,c1acc4e7d0961e5298a1d166d57a2c40,/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png,1200,1600,3,0,654,1364,771,1492
574,False,True,47,c1acc4e7d0961e5298a1d166d57a2c40,/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png,1200,1600,3,0,877,218,993,340
574,False,True,43,c1acc4e7d0961e5298a1d166d57a2c40,/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png,1200,1600,3,0,440,1493,548,1596
574,False,True,44,c1acc4e7d0961e5298a1d166d57a2c40,/images/cfe6086f-eb0b-4cb0-a430-8cd7de6556e2.png,1200,1600,3,0,891,150,988,240
577,False,True,42,7b76d50eb2895a05f6c7dee235026ea6,/images/aa2dfa24-2dc3-4279-a232-f84780ace190.png,1200,1600,3,1,488,1155,629,1273
577,False,True,41,7b76d50eb2895a05f6c7dee235026ea6,/images/aa2dfa24-2dc3-4279-a232-f84780ace190.png,1200,1600,3,1,314,1467,488,1591
577,False,True,17,7b76d50eb2895a05f6c7dee235026ea6,/images/aa2dfa24-2dc3-4279-a232-f84780ace190.png,1200,1600,3,1,817,1011,948,1145
577,False,True,31,7b76d50eb2895a05f6c7dee235026ea6,/images/aa2dfa24-2dc3-4279-a232-f84780ace190.png,1200,1600,3,1,965,54,1110,190
577,False,True,57,7b76d50eb2895a05f6c7dee235026ea6,/images/aa2dfa24-2dc3-4279-a232-f84780ace190.png,1200,1600,3,0,139,1457,248,1561
577,False,True,51,7b76d50eb2895a05f6c7dee235026ea6,/images/aa2dfa24-2dc3-4279-a232-f84780ace190.png,1200,1600,3,0,274,528,366,646
577,False,True,56,7b76d50eb2895a05f6c7dee235026ea6,/images/aa2dfa24-2dc3-4279-a232-f84780ace190.png,1200,1600,3,0,133,1095,222,1204
577,False,True,55,7b76d50eb2895a05f6c7dee235026ea6,/images/aa2dfa24-2dc3-4279-a232-f84780ace190.png,1200,1600,3,0,167,1290,259,1384
578,False,True,3,427ce707da0c93747c22790a9b5f2fe3,/images/dfac6c92-8f0f-429a-8caf-9b7732bf78da.png,1200,1600,3,1,145,1149,270,1274
578,False,True,5,427ce707da0c93747c22790a9b5f2fe3,/images/dfac6c92-8f0f-429a-8caf-9b7732bf78da.png,1200,1600,3,1,229,348,349,475
578,False,True,31,427ce707da0c93747c22790a9b5f2fe3,/images/dfac6c92-8f0f-429a-8caf-9b7732bf78da.png,1200,1600,3,0,20,201,131,313
578,False,True,24,427ce707da0c93747c22790a9b5f2fe3,/images/dfac6c92-8f0f-429a-8caf-9b7732bf78da.png,1200,1600,3,0,172,1405,287,1499
579,False,True,6,47bb362e9ef5e803bbd11a3b78665307,/images/3de03fa2-3ad3-43fc-8435-b2a80bdd7550.png,1200,1600,3,1,498,165,621,300
579,False,True,12,47bb362e9ef5e803bbd11a3b78665307,/images/3de03fa2-3ad3-43fc-8435-b2a80bdd7550.png,1200,1600,3,1,859,806,986,927
579,False,True,17,47bb362e9ef5e803bbd11a3b78665307,/images/3de03fa2-3ad3-43fc-8435-b2a80bdd7550.png,1200,1600,3,1,392,446,521,571
579,False,True,28,47bb362e9ef5e803bbd11a3b78665307,/images/3de03fa2-3ad3-43fc-8435-b2a80bdd7550.png,1200,1600,3,0,87,18,195,121
579,False,True,27,47bb362e9ef5e803bbd11a3b78665307,/images/3de03fa2-3ad3-43fc-8435-b2a80bdd7550.png,1200,1600,3,0,758,545,862,636
579,False,True,26,47bb362e9ef5e803bbd11a3b78665307,/images/3de03fa2-3ad3-43fc-8435-b2a80bdd7550.png,1200,1600,3,0,735,840,842,945
580,False,True,96,03737ff50699ece730dd015a21a2d96d,/images/b2e34f5f-904e-4473-9dc7-c6bc1ce12640.png,1200,1600,3,1,903,343,1044,462
580,False,True,97,03737ff50699ece730dd015a21a2d96d,/images/b2e34f5f-904e-4473-9dc7-c6bc1ce12640.png,1200,1600,3,1,292,1328,408,1449
580,False,True,135,03737ff50699ece730dd015a21a2d96d,/images/b2e34f5f-904e-4473-9dc7-c6bc1ce12640.png,1200,1600,3,0,686,94,784,187
580,False,True,134,03737ff50699ece730dd015a21a2d96d,/images/b2e34f5f-904e-4473-9dc7-c6bc1ce12640.png,1200,1600,3,0,718,204,795,292
581,False,True,87,77525dd54da0f71ba2050926cccc3cb0,/images/d6942996-5664-4370-ad87-2bdcbd49ac16.png,1200,1600,3,1,262,979,358,1069
581,False,True,86,77525dd54da0f71ba2050926cccc3cb0,/images/d6942996-5664-4370-ad87-2bdcbd49ac16.png,1200,1600,3,1,991,1372,1097,1532
581,False,True,61,77525dd54da0f71ba2050926cccc3cb0,/images/d6942996-5664-4370-ad87-2bdcbd49ac16.png,1200,1600,3,0,787,1017,904,1142
581,False,True,68,77525dd54da0f71ba2050926cccc3cb0,/images/d6942996-5664-4370-ad87-2bdcbd49ac16.png,1200,1600,3,0,965,1029,1058,1127
582,False,True,30,97eb942d6254f1fbeb90a4df082cfcc3,/images/befe6182-266b-4f8a-ac82-3a4154f05f60.png,1200,1600,3,1,192,35,296,169
582,False,True,31,97eb942d6254f1fbeb90a4df082cfcc3,/images/befe6182-266b-4f8a-ac82-3a4154f05f60.png,1200,1600,3,1,581,274,699,418
582,False,True,19,97eb942d6254f1fbeb90a4df082cfcc3,/images/befe6182-266b-4f8a-ac82-3a4154f05f60.png,1200,1600,3,0,1023,400,1138,520
582,False,True,20,97eb942d6254f1fbeb90a4df082cfcc3,/images/befe6182-266b-4f8a-ac82-3a4154f05f60.png,1200,1600,3,0,492,248,600,359
584,False,True,60,046021c09ae59dbb77d238ac1e4b60f6,/images/2fdbd9bc-bbaf-44c2-b40c-d193709639fa.png,1200,1600,3,1,300,225,454,336
584,False,True,44,046021c09ae59dbb77d238ac1e4b60f6,/images/2fdbd9bc-bbaf-44c2-b40c-d193709639fa.png,1200,1600,3,0,919,682,1017,787
585,False,True,33,345fbd0baccdb87427bcc59599e1fa81,/images/4d88e2d2-5aad-410c-9bbc-702ee9496995.png,1200,1600,3,1,744,1391,899,1528
585,False,True,51,345fbd0baccdb87427bcc59599e1fa81,/images/4d88e2d2-5aad-410c-9bbc-702ee9496995.png,1200,1600,3,1,452,109,627,209
585,False,True,38,345fbd0baccdb87427bcc59599e1fa81,/images/4d88e2d2-5aad-410c-9bbc-702ee9496995.png,1200,1600,3,0,896,93,1033,220
585,False,True,37,345fbd0baccdb87427bcc59599e1fa81,/images/4d88e2d2-5aad-410c-9bbc-702ee9496995.png,1200,1600,3,0,232,423,366,547
588,False,True,100,bd76675e4ae8edba42e40af1dbf98fbd,/images/205306da-0ed8-475a-ace6-f2f81d4be88a.png,1200,1600,3,1,110,126,236,286
588,False,True,103,bd76675e4ae8edba42e40af1dbf98fbd,/images/205306da-0ed8-475a-ace6-f2f81d4be88a.png,1200,1600,3,0,763,468,848,553
