Exame,InstanciaExame,Teste,Treino,ImageCheckSum,ImagePathName,ImageShapeR,ImageShapeC,ImageShapeChannels,ObjectsBoundingBoxMinimumR,ObjectsBoundingBoxMinimumC,ObjectsBoundingBoxMaximumR,ObjectsBoundingBoxMaximumC,ObjectsCategory
113,3,1,0,e60cdb31396887add16a1a2cb33194a9,/images/21116b9d-e6be-483f-8394-e74622b2e182.jpg,1383,1944,3,925,181,1052,307,red blood cell
114,1,1,0,f7ac7ce4540131eaea38fbc8915a50d2,/images/e93e617e-ed36-43d9-bd1a-4ffd2fba64e9.jpg,1383,1944,3,111,341,237,473,red blood cell
114,2,1,0,f7ac7ce4540131eaea38fbc8915a50d2,/images/e93e617e-ed36-43d9-bd1a-4ffd2fba64e9.jpg,1383,1944,3,733,774,858,919,red blood cell
114,3,1,0,f7ac7ce4540131eaea38fbc8915a50d2,/images/e93e617e-ed36-43d9-bd1a-4ffd2fba64e9.jpg,1383,1944,3,300,505,439,651,red blood cell
115,1,1,0,4818bd2700664f3aebfdd93e13f25d7d,/images/3147f1e4-6fc4-4eff-a9dd-ddeee5e2de13.jpg,1383,1944,3,575,289,706,419,red blood cell
115,2,1,0,4818bd2700664f3aebfdd93e13f25d7d,/images/3147f1e4-6fc4-4eff-a9dd-ddeee5e2de13.jpg,1383,1944,3,987,12,1118,157,red blood cell
115,3,1,0,4818bd2700664f3aebfdd93e13f25d7d,/images/3147f1e4-6fc4-4eff-a9dd-ddeee5e2de13.jpg,1383,1944,3,1209,61,1327,204,red blood cell
116,1,1,0,57d00c945b5e0b7995c75b9b4c57b579,/images/e26b88c6-5884-4b5c-94d7-ad780379c8ad.jpg,1383,1944,3,483,1380,602,1506,red blood cell
117,1,1,0,96a318d9a91b7ec403d80a4d2524ca50,/images/1b814efc-7bf9-40ae-8e13-49dc2c04732f.jpg,1383,1944,3,645,1541,757,1658,red blood cell
117,2,1,0,96a318d9a91b7ec403d80a4d2524ca50,/images/1b814efc-7bf9-40ae-8e13-49dc2c04732f.jpg,1383,1944,3,1032,256,1143,391,red blood cell
118,1,1,0,4a16a20311409e7c347b46ef96052735,/images/693da701-2020-404c-866d-b64c12da951d.jpg,1383,1944,3,530,177,662,316,red blood cell
118,2,1,0,4a16a20311409e7c347b46ef96052735,/images/693da701-2020-404c-866d-b64c12da951d.jpg,1383,1944,3,1086,405,1206,541,red blood cell
119,1,1,0,de41f39ac7b6d9eb61502b9a55c27f8a,/images/b6fe541f-3be2-41a8-8124-757fc1ad875e.jpg,1383,1944,3,1004,1756,1151,1883,red blood cell
119,2,1,0,de41f39ac7b6d9eb61502b9a55c27f8a,/images/b6fe541f-3be2-41a8-8124-757fc1ad875e.jpg,1383,1944,3,515,1644,646,1788,red blood cell
120,1,1,0,7ec6cc1abc1c5a916150c34a673ba864,/images/887cc81a-bae3-4360-a115-23ae05ac3a4f.jpg,1383,1944,3,343,376,460,490,red blood cell
120,2,1,0,7ec6cc1abc1c5a916150c34a673ba864,/images/887cc81a-bae3-4360-a115-23ae05ac3a4f.jpg,1383,1944,3,932,136,1056,280,red blood cell
120,3,1,0,7ec6cc1abc1c5a916150c34a673ba864,/images/887cc81a-bae3-4360-a115-23ae05ac3a4f.jpg,1383,1944,3,1098,413,1249,540,red blood cell
121,1,0,1,676bb8e86fc2dbf05dd97d51a64ac0af,/images/8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,1200,1600,3,1057,1440,1158,1540,red blood cell
121,2,0,1,676bb8e86fc2dbf05dd97d51a64ac0af,/images/8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,1200,1600,3,868,1303,971,1403,red blood cell
121,3,0,1,676bb8e86fc2dbf05dd97d51a64ac0af,/images/8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png,1200,1600,3,578,900,689,1008,red blood cell
123,1,0,1,3eaf840523c30fdf38897ffa01e194eb,/images/6b14c855-8561-417c-97a4-63fa552842fd.png,1200,1600,3,724,1027,834,1136,red blood cell
123,2,0,1,3eaf840523c30fdf38897ffa01e194eb,/images/6b14c855-8561-417c-97a4-63fa552842fd.png,1200,1600,3,287,1155,387,1254,red blood cell
124,1,0,1,8a111dffacfa433029492780b9535091,/images/13099edb-35d9-438f-b093-2cf2ebf9d255.png,1200,1600,3,563,1421,656,1545,red blood cell
125,1,0,1,ccef403e971460b86444cca669e68ca1,/images/2559636b-f01a-4414-93da-210c3b12d153.png,1200,1600,3,618,688,744,810,red blood cell
125,2,0,1,ccef403e971460b86444cca669e68ca1,/images/2559636b-f01a-4414-93da-210c3b12d153.png,1200,1600,3,689,1035,819,1168,red blood cell
125,4,0,1,ccef403e971460b86444cca669e68ca1,/images/2559636b-f01a-4414-93da-210c3b12d153.png,1200,1600,3,417,1205,524,1313,red blood cell
125,5,0,1,ccef403e971460b86444cca669e68ca1,/images/2559636b-f01a-4414-93da-210c3b12d153.png,1200,1600,3,424,412,525,513,red blood cell
126,1,0,1,66e3afa946245882c144dcc6af191cbe,/images/0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,1200,1600,3,230,455,352,582,red blood cell
126,2,0,1,66e3afa946245882c144dcc6af191cbe,/images/0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,1200,1600,3,818,587,930,709,red blood cell
126,3,0,1,66e3afa946245882c144dcc6af191cbe,/images/0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,1200,1600,3,315,1006,439,1128,red blood cell
126,4,0,1,66e3afa946245882c144dcc6af191cbe,/images/0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,1200,1600,3,334,869,454,994,red blood cell
126,5,0,1,66e3afa946245882c144dcc6af191cbe,/images/0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,1200,1600,3,633,364,751,479,red blood cell
126,6,0,1,66e3afa946245882c144dcc6af191cbe,/images/0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,1200,1600,3,654,688,754,796,red blood cell
126,7,0,1,66e3afa946245882c144dcc6af191cbe,/images/0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,1200,1600,3,883,1009,1006,1134,red blood cell
126,8,0,1,66e3afa946245882c144dcc6af191cbe,/images/0dcca702-a4ef-4fb3-a940-9c0c140b21c7.png,1200,1600,3,891,669,989,767,red blood cell
127,1,0,1,36f63469b09e117ade01d97d3c7e2120,/images/7c66d2fd-68ee-4628-b860-9d7ad25b2a80.png,1200,1600,3,124,549,223,644,red blood cell
127,2,0,1,36f63469b09e117ade01d97d3c7e2120,/images/7c66d2fd-68ee-4628-b860-9d7ad25b2a80.png,1200,1600,3,526,785,626,883,red blood cell
128,1,0,1,82d98ef5d434e1b2d4693baef3d6c30e,/images/84c88143-940d-4b62-bbd2-7acc4cadcb6b.png,1200,1600,3,130,1089,242,1215,red blood cell
128,2,0,1,82d98ef5d434e1b2d4693baef3d6c30e,/images/84c88143-940d-4b62-bbd2-7acc4cadcb6b.png,1200,1600,3,880,6,979,101,red blood cell
129,1,0,1,102b4b5063ed809a46f280d8f3576b46,/images/c6d97845-8ad2-4ab7-b385-66613628df5b.png,1200,1600,3,1035,339,1147,454,red blood cell
130,1,0,1,8b5cb906538df0f49df5e72efef40eaa,/images/bbf687b5-c6f9-4821-b2e5-a25df1acba47.png,1200,1600,3,971,1066,1095,1189,red blood cell
132,1,0,1,7468dab37de5f1423d76aeaf3c983afc,/images/67acd5bc-4658-4c6e-a9b9-cd8ea3a03418.png,1200,1600,3,462,1297,571,1425,red blood cell
133,1,0,1,9f5fcd5b43d6df1bab6c5b48a87e252b,/images/065af549-320a-4862-b92a-8ef750d7b5fb.png,1200,1600,3,549,1106,664,1232,red blood cell
133,2,0,1,9f5fcd5b43d6df1bab6c5b48a87e252b,/images/065af549-320a-4862-b92a-8ef750d7b5fb.png,1200,1600,3,498,210,597,332,red blood cell
134,1,0,1,2a662de4187b034c7074c7f98ad79673,/images/e61e6af2-7f8b-47b0-bbe7-acb2ed0299ab.png,1200,1600,3,299,561,405,662,red blood cell
134,2,0,1,2a662de4187b034c7074c7f98ad79673,/images/e61e6af2-7f8b-47b0-bbe7-acb2ed0299ab.png,1200,1600,3,17,790,137,913,red blood cell
134,3,0,1,2a662de4187b034c7074c7f98ad79673,/images/e61e6af2-7f8b-47b0-bbe7-acb2ed0299ab.png,1200,1600,3,299,554,387,650,red blood cell
134,4,0,1,2a662de4187b034c7074c7f98ad79673,/images/e61e6af2-7f8b-47b0-bbe7-acb2ed0299ab.png,1200,1600,3,541,1085,669,1205,red blood cell
134,5,0,1,2a662de4187b034c7074c7f98ad79673,/images/e61e6af2-7f8b-47b0-bbe7-acb2ed0299ab.png,1200,1600,3,131,535,261,652,red blood cell
135,1,0,1,7b2647d9508606220c4c34cf037ff2cd,/images/dcc1a193-7b74-44f8-ad8d-813751d8fa6b.png,1200,1600,3,767,14,887,141,red blood cell
135,2,0,1,7b2647d9508606220c4c34cf037ff2cd,/images/dcc1a193-7b74-44f8-ad8d-813751d8fa6b.png,1200,1600,3,1023,125,1137,251,red blood cell
136,1,0,1,6b811ff966fec77d14513b6f1144db22,/images/27fab82c-5bf0-426f-aeb9-47da829b6629.png,1200,1600,3,145,1172,242,1268,red blood cell
136,2,0,1,6b811ff966fec77d14513b6f1144db22,/images/27fab82c-5bf0-426f-aeb9-47da829b6629.png,1200,1600,3,716,848,831,955,red blood cell
137,1,0,1,7273df9d263ed3604692de0463e3ebf5,/images/c7a2d648-47cb-4b39-afa4-1b7fcfe51934.png,1200,1600,3,58,860,184,992,red blood cell
138,1,0,1,6e27e374d20b059489bd6bd0c2fcbac7,/images/dce55b59-c6c3-4693-aa75-6b348c8f52cd.png,1200,1600,3,452,1201,557,1316,red blood cell
138,2,0,1,6e27e374d20b059489bd6bd0c2fcbac7,/images/dce55b59-c6c3-4693-aa75-6b348c8f52cd.png,1200,1600,3,844,375,941,472,red blood cell
141,1,0,1,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,628,1018,751,1138,red blood cell
141,2,0,1,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,414,1109,514,1211,red blood cell
141,3,0,1,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,526,329,626,437,red blood cell
141,4,0,1,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,555,574,674,689,red blood cell
141,5,0,1,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,524,678,649,801,red blood cell
141,6,0,1,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,32,90,150,212,red blood cell
141,8,0,1,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,588,424,716,545,red blood cell
141,9,0,1,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,787,942,904,1060,red blood cell
141,10,0,1,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,142,583,267,682,red blood cell
141,11,0,1,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,1044,161,1178,283,red blood cell
141,12,0,1,864f8a5ac3578cd53bc486f6f5b33540,/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1200,1600,3,415,1209,543,1326,red blood cell
142,1,0,1,1865c61fd7881de8ad6c165cffaa2f34,/images/4411fea2-d785-4eeb-80c6-c739ab6114c4.png,1200,1600,3,1033,815,1144,932,red blood cell
143,1,0,1,73e3f94b2239bf79b64439e6437db6f4,/images/5ff7c0c8-d208-4e7d-958d-ca3c2260ff39.png,1200,1600,3,638,879,770,1012,red blood cell
144,1,0,1,d10144c6ae29c080c84e2d1dd7c71740,/images/6d91d1f0-636b-4f5a-a526-7c17fc857190.png,1200,1600,3,375,94,480,193,red blood cell
145,1,0,1,306e573f586663abb14ded1d5de0bdd3,/images/5f17d2fb-22fa-4aa6-9dad-6a1d50c03815.png,1200,1600,3,979,592,1098,714,red blood cell
147,1,0,1,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,833,92,975,230,red blood cell
147,2,0,1,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,1028,263,1153,390,red blood cell
147,3,0,1,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,525,1254,639,1382,red blood cell
147,4,0,1,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,615,1336,741,1456,red blood cell
147,5,0,1,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,80,1295,191,1418,red blood cell
147,6,0,1,e04f91060fbccb90601402f09c9809d7,/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1200,1600,3,452,56,567,172,red blood cell
149,1,0,1,19de4d541363cbc8c528b169285fcd7a,/images/8855c685-5a8c-4967-a356-942ed89e3471.png,1200,1600,3,220,883,341,1004,red blood cell
150,1,0,1,2227cb89760e221937f44fe8dae86b05,/images/02ea7aa8-c142-4a3d-939f-e77689741341.png,1200,1600,3,49,933,177,1052,red blood cell
150,2,0,1,2227cb89760e221937f44fe8dae86b05,/images/02ea7aa8-c142-4a3d-939f-e77689741341.png,1200,1600,3,338,1097,447,1209,red blood cell
153,1,0,1,e244dab9cbea9b7ca5ff4b01add85455,/images/f3bd0fcc-647d-4ca0-8c43-a16bd6ea3878.png,1200,1600,3,1085,327,1200,460,red blood cell
153,2,0,1,e244dab9cbea9b7ca5ff4b01add85455,/images/f3bd0fcc-647d-4ca0-8c43-a16bd6ea3878.png,1200,1600,3,240,1097,353,1211,red blood cell
153,3,0,1,e244dab9cbea9b7ca5ff4b01add85455,/images/f3bd0fcc-647d-4ca0-8c43-a16bd6ea3878.png,1200,1600,3,1056,125,1175,239,red blood cell
155,1,0,1,0c89574fc36329cdb787b5bf4bf6803c,/images/5bf91ff9-80df-49c0-9c3e-599357d95530.png,1200,1600,3,781,933,913,1055,red blood cell
155,2,0,1,0c89574fc36329cdb787b5bf4bf6803c,/images/5bf91ff9-80df-49c0-9c3e-599357d95530.png,1200,1600,3,571,1107,691,1229,red blood cell
155,3,0,1,0c89574fc36329cdb787b5bf4bf6803c,/images/5bf91ff9-80df-49c0-9c3e-599357d95530.png,1200,1600,3,996,17,1103,141,red blood cell
159,1,0,1,93a61f9a93cb2848f5b3f23d7ff3d7ea,/images/a89cace5-c818-4f23-a432-052b3433b81e.png,1200,1600,3,917,687,1021,803,red blood cell
159,2,0,1,93a61f9a93cb2848f5b3f23d7ff3d7ea,/images/a89cace5-c818-4f23-a432-052b3433b81e.png,1200,1600,3,770,828,868,926,red blood cell
159,3,0,1,93a61f9a93cb2848f5b3f23d7ff3d7ea,/images/a89cace5-c818-4f23-a432-052b3433b81e.png,1200,1600,3,1018,1423,1121,1527,red blood cell
160,1,0,1,7b3ba866aba2cd828f5c6a85ffda3dff,/images/e79bd81b-f878-4bee-9be2-d91a722c031e.png,1200,1600,3,244,195,349,289,red blood cell
160,2,0,1,7b3ba866aba2cd828f5c6a85ffda3dff,/images/e79bd81b-f878-4bee-9be2-d91a722c031e.png,1200,1600,3,401,211,515,331,red blood cell
160,3,0,1,7b3ba866aba2cd828f5c6a85ffda3dff,/images/e79bd81b-f878-4bee-9be2-d91a722c031e.png,1200,1600,3,579,295,680,403,red blood cell
160,4,0,1,7b3ba866aba2cd828f5c6a85ffda3dff,/images/e79bd81b-f878-4bee-9be2-d91a722c031e.png,1200,1600,3,892,388,995,487,red blood cell
160,5,0,1,7b3ba866aba2cd828f5c6a85ffda3dff,/images/e79bd81b-f878-4bee-9be2-d91a722c031e.png,1200,1600,3,23,87,129,209,red blood cell
160,6,0,1,7b3ba866aba2cd828f5c6a85ffda3dff,/images/e79bd81b-f878-4bee-9be2-d91a722c031e.png,1200,1600,3,704,705,831,828,red blood cell
161,1,0,1,0543f21409fdd723d0a979b3905f031f,/images/521a26aa-0a31-4c07-b4d0-fac08eb08344.png,1200,1600,3,445,1017,591,1150,red blood cell
162,1,0,1,4fbca48ec9c2a0a3c595039e76827e5c,/images/a1c140f9-75d7-42a3-b767-4c01a118892b.png,1200,1600,3,1018,1003,1143,1136,red blood cell
165,1,0,1,4d3778de7e9609ba48fca52efb2fbc36,/images/14efbfc8-39f6-4599-9994-a8cc95605b9c.png,1200,1600,3,773,514,879,638,red blood cell
166,1,0,1,eda483894c897a35f0d29c570d8659a5,/images/729a38d6-66db-48e5-a00d-7d90d224290f.png,1200,1600,3,71,81,198,206,red blood cell
167,1,0,1,fb34b71dc0771498318dfd0652e84e80,/images/c3215597-a032-46be-9058-d6de1e5191d7.png,1200,1600,3,1048,853,1171,947,red blood cell
168,1,0,1,9761b3c35e55ac2e5c955f34e781f498,/images/96596a68-8c95-43f3-b74e-e9506c235144.png,1200,1600,3,314,1092,414,1184,red blood cell
168,2,0,1,9761b3c35e55ac2e5c955f34e781f498,/images/96596a68-8c95-43f3-b74e-e9506c235144.png,1200,1600,3,422,381,522,478,red blood cell
169,1,0,1,8052083dc904975b38bf72ec9f59f3c1,/images/b901c906-91be-48c4-88ec-2c527544a258.png,1200,1600,3,1009,1460,1128,1579,red blood cell
171,1,0,1,0cdaac29d4f9c6ff4e2efcc46797fec1,/images/fd1302e2-3cd2-4a1a-9c13-00f810a9c41b.png,1200,1600,3,950,1090,1042,1187,red blood cell
172,1,0,1,34d7ef9d9673c0b2fc43a9dd511a1625,/images/ad36bd67-594b-4f63-93e3-886af0bc618e.png,1200,1600,3,830,629,938,743,red blood cell
174,1,0,1,b7d32eff4adc08e653f482d436f21870,/images/8bd71314-e38a-4670-bb25-5cd6c9acb595.png,1200,1600,3,1017,1140,1127,1241,red blood cell
174,2,0,1,b7d32eff4adc08e653f482d436f21870,/images/8bd71314-e38a-4670-bb25-5cd6c9acb595.png,1200,1600,3,656,1426,754,1538,red blood cell
175,1,0,1,1d8b9dcaaf3ac523bd726de95746fabe,/images/dacf7e3f-1d8c-42a0-8539-3abe3971c956.png,1200,1600,3,334,1198,438,1313,red blood cell
177,1,0,1,3d0d767fffd42c9f3eadccbf08918dc1,/images/3e764461-22ee-44d3-925d-cd658ff7d154.png,1200,1600,3,194,333,319,470,red blood cell
177,2,0,1,3d0d767fffd42c9f3eadccbf08918dc1,/images/3e764461-22ee-44d3-925d-cd658ff7d154.png,1200,1600,3,501,684,610,796,red blood cell
177,3,0,1,3d0d767fffd42c9f3eadccbf08918dc1,/images/3e764461-22ee-44d3-925d-cd658ff7d154.png,1200,1600,3,962,1455,1085,1586,red blood cell
177,4,0,1,3d0d767fffd42c9f3eadccbf08918dc1,/images/3e764461-22ee-44d3-925d-cd658ff7d154.png,1200,1600,3,51,146,172,262,red blood cell
177,5,0,1,3d0d767fffd42c9f3eadccbf08918dc1,/images/3e764461-22ee-44d3-925d-cd658ff7d154.png,1200,1600,3,1061,75,1185,196,red blood cell
177,7,0,1,3d0d767fffd42c9f3eadccbf08918dc1,/images/3e764461-22ee-44d3-925d-cd658ff7d154.png,1200,1600,3,929,300,1061,421,red blood cell
177,8,0,1,3d0d767fffd42c9f3eadccbf08918dc1,/images/3e764461-22ee-44d3-925d-cd658ff7d154.png,1200,1600,3,606,658,740,770,red blood cell
178,1,0,1,14cb04f97d3cb4b3348e637408b64c55,/images/73dd09d3-2bff-4b5e-b996-9da0b8b54a8f.png,1200,1600,3,712,165,836,288,red blood cell
180,2,0,1,78f24c9b017996faf4b81e468de5d9d3,/images/f09acb0c-b270-4e91-99f8-410adfa7f34a.png,1200,1600,3,517,402,610,499,red blood cell
182,1,0,1,c7abb49f20ff4a9dda9e0d3a14e24878,/images/e02edd82-c424-4dee-98a7-575640655d9b.png,1200,1600,3,258,162,350,277,red blood cell
184,1,0,1,0f6ad55093af0f66966ad612263eaa92,/images/ac3358f1-ef9a-4ccc-b66c-da5e47e352e0.png,1200,1600,3,200,834,313,956,red blood cell
185,1,0,1,83654bc79f132531496f3afaec05d77e,/images/882b91b7-5906-4091-bad4-688d4375eeb5.png,1200,1600,3,915,1226,1032,1350,red blood cell
185,2,0,1,83654bc79f132531496f3afaec05d77e,/images/882b91b7-5906-4091-bad4-688d4375eeb5.png,1200,1600,3,291,631,396,734,red blood cell
185,3,0,1,83654bc79f132531496f3afaec05d77e,/images/882b91b7-5906-4091-bad4-688d4375eeb5.png,1200,1600,3,634,1083,755,1194,red blood cell
185,4,0,1,83654bc79f132531496f3afaec05d77e,/images/882b91b7-5906-4091-bad4-688d4375eeb5.png,1200,1600,3,1003,1298,1104,1414,red blood cell
185,5,0,1,83654bc79f132531496f3afaec05d77e,/images/882b91b7-5906-4091-bad4-688d4375eeb5.png,1200,1600,3,296,1281,397,1388,red blood cell
185,6,0,1,83654bc79f132531496f3afaec05d77e,/images/882b91b7-5906-4091-bad4-688d4375eeb5.png,1200,1600,3,247,452,347,566,red blood cell
185,7,0,1,83654bc79f132531496f3afaec05d77e,/images/882b91b7-5906-4091-bad4-688d4375eeb5.png,1200,1600,3,122,493,216,586,red blood cell
186,1,0,1,92d912703d9ba7984f4dc6b5e7dbaaf5,/images/84041bf9-dace-4066-9fe0-52170d08f826.png,1200,1600,3,208,685,304,787,red blood cell
186,2,0,1,92d912703d9ba7984f4dc6b5e7dbaaf5,/images/84041bf9-dace-4066-9fe0-52170d08f826.png,1200,1600,3,193,1275,293,1378,red blood cell
186,3,0,1,92d912703d9ba7984f4dc6b5e7dbaaf5,/images/84041bf9-dace-4066-9fe0-52170d08f826.png,1200,1600,3,643,15,742,108,red blood cell
186,4,0,1,92d912703d9ba7984f4dc6b5e7dbaaf5,/images/84041bf9-dace-4066-9fe0-52170d08f826.png,1200,1600,3,538,690,635,803,red blood cell
186,5,0,1,92d912703d9ba7984f4dc6b5e7dbaaf5,/images/84041bf9-dace-4066-9fe0-52170d08f826.png,1200,1600,3,332,187,439,291,red blood cell
188,1,0,1,8d5444f88f96793a5ca728c806ac38a9,/images/cf90d82f-2814-4fb7-a3ff-a86b7c5efca7.png,1200,1600,3,511,304,632,430,red blood cell
190,1,0,1,7c9612d2533419ecf81f1302b82afb53,/images/98efca97-37d2-4459-aca6-375ecc0c4539.png,1200,1600,3,316,1264,430,1373,red blood cell
191,1,0,1,1265a92377198dfe8a60e3dfaf8b7459,/images/f1de7c7e-e7d3-45ae-a66c-58538bf6cac1.png,1200,1600,3,350,1378,448,1493,red blood cell
191,2,0,1,1265a92377198dfe8a60e3dfaf8b7459,/images/f1de7c7e-e7d3-45ae-a66c-58538bf6cac1.png,1200,1600,3,852,1360,961,1472,red blood cell
192,1,0,1,ca56c6f46509310ebdf06ba0a81e8ac9,/images/9615ff33-b3fc-4d1e-9c05-0b8e3ef936df.png,1200,1600,3,666,1182,792,1304,red blood cell
193,1,0,1,3a97d6431ad3b8bb8ce2f5dc5e3ebe97,/images/a2d07312-2f97-40d2-8b09-7f2aca7b16fb.png,1200,1600,3,61,783,184,910,red blood cell
194,1,0,1,984512f7afcaf2f696a37ae6b89044cd,/images/b91b1641-ee06-44d8-94cc-24cdb583cc37.png,1200,1600,3,171,1135,289,1258,red blood cell
194,2,0,1,984512f7afcaf2f696a37ae6b89044cd,/images/b91b1641-ee06-44d8-94cc-24cdb583cc37.png,1200,1600,3,495,185,620,303,red blood cell
195,1,0,1,2aee02da7eb4e8100a0cf3f477b6e8e5,/images/3fa1a4e3-c80d-49da-8f7b-a1abb0424f48.png,1200,1600,3,520,1108,631,1223,red blood cell
195,2,0,1,2aee02da7eb4e8100a0cf3f477b6e8e5,/images/3fa1a4e3-c80d-49da-8f7b-a1abb0424f48.png,1200,1600,3,304,1141,414,1258,red blood cell
195,3,0,1,2aee02da7eb4e8100a0cf3f477b6e8e5,/images/3fa1a4e3-c80d-49da-8f7b-a1abb0424f48.png,1200,1600,3,536,927,657,1032,red blood cell
198,1,0,1,be4cd90753c7d9505c0bbe4b02f2b444,/images/755e5bf8-e8e1-492b-a32f-f7d87cccaa40.png,1200,1600,3,250,1055,372,1190,red blood cell
198,2,0,1,be4cd90753c7d9505c0bbe4b02f2b444,/images/755e5bf8-e8e1-492b-a32f-f7d87cccaa40.png,1200,1600,3,806,670,925,791,red blood cell
198,3,0,1,be4cd90753c7d9505c0bbe4b02f2b444,/images/755e5bf8-e8e1-492b-a32f-f7d87cccaa40.png,1200,1600,3,169,894,293,1018,red blood cell
199,1,0,1,f6fdf8b9c2112bf12f352c3b1144ca9f,/images/2cc3c4ad-670f-41b6-8910-0704cbc192ef.png,1200,1600,3,421,303,524,400,red blood cell
199,2,0,1,f6fdf8b9c2112bf12f352c3b1144ca9f,/images/2cc3c4ad-670f-41b6-8910-0704cbc192ef.png,1200,1600,3,332,628,429,717,red blood cell
200,1,0,1,fd3602137c8bd0ae51b3beefe4b4ffb9,/images/b7d0ae11-a393-4aec-8f68-6ba07147f78a.png,1200,1600,3,16,1376,147,1502,red blood cell
200,2,0,1,fd3602137c8bd0ae51b3beefe4b4ffb9,/images/b7d0ae11-a393-4aec-8f68-6ba07147f78a.png,1200,1600,3,287,1476,397,1599,red blood cell
201,1,0,1,67535a437abacf3c858051ee3beb8cc4,/images/b7f1a1eb-c150-4456-9c47-e7db8a5cb77a.png,1200,1600,3,10,757,129,873,red blood cell
202,1,0,1,cc59a56ff17efa079bd915d5b9b05b87,/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,1200,1600,3,732,1352,839,1468,red blood cell
202,2,0,1,cc59a56ff17efa079bd915d5b9b05b87,/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,1200,1600,3,171,396,288,514,red blood cell
202,3,0,1,cc59a56ff17efa079bd915d5b9b05b87,/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,1200,1600,3,1010,362,1132,497,red blood cell
202,4,0,1,cc59a56ff17efa079bd915d5b9b05b87,/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,1200,1600,3,938,1446,1058,1568,red blood cell
203,1,0,1,437689afb5493c893f552158df1f3dda,/images/16a51468-9f93-45df-9ae2-5a74c25c5a4b.png,1200,1600,3,265,785,359,890,red blood cell
204,1,0,1,487d5566ea4614e671b37cbb4ad36381,/images/729733ff-a349-4a96-b636-ccabe7d7e167.png,1200,1600,3,749,220,852,335,red blood cell
204,2,0,1,487d5566ea4614e671b37cbb4ad36381,/images/729733ff-a349-4a96-b636-ccabe7d7e167.png,1200,1600,3,554,555,679,672,red blood cell
204,3,0,1,487d5566ea4614e671b37cbb4ad36381,/images/729733ff-a349-4a96-b636-ccabe7d7e167.png,1200,1600,3,188,972,309,1090,red blood cell
204,4,0,1,487d5566ea4614e671b37cbb4ad36381,/images/729733ff-a349-4a96-b636-ccabe7d7e167.png,1200,1600,3,982,570,1088,675,red blood cell
205,1,0,1,c0c886da52d09fb988ea883dde775e59,/images/06df7bbe-60d4-4f7c-ba4a-5a42ac4be91b.png,1200,1600,3,354,997,471,1119,red blood cell
206,1,0,1,920045b03307f043222db5818a83dee5,/images/716273ea-19c4-49af-8604-df587b295eca.png,1200,1600,3,282,100,402,215,red blood cell
